name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Rwanda,2025-02-07,78.8,62.6,71.3,78.8,62.6,71.3,61.9,74.4,0.017,100,8.33,rain,0,0,16.8,9.2,153.2,1017.5,67.4,6.1,249.4,21.4,9,10,2025-02-07T06:08:28,2025-02-07T18:19:39,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"HRYR,64387099999,64383099999,remote"
Rwanda,2025-02-08,75.2,63.5,67.9,75.2,63.5,67.9,62.8,84.5,0.756,100,12.5,rain,0,0,36.9,20.8,47.6,1019,74.4,7,255.9,22.2,9,10,2025-02-08T06:08:33,2025-02-08T18:19:39,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"HRYR,64387099999,64383099999,remote"
Rwanda,2025-02-09,82.4,60.8,70.4,82.9,60.8,70.5,61.3,76.5,0.008,100,4.17,rain,0,0,17.2,10.2,61.5,1018.4,62.1,5.7,262.6,22.7,9,30,2025-02-09T06:08:38,2025-02-09T18:19:37,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"HRYR,64387099999,64383099999,remote"
Rwanda,2025-02-10,84.2,64.4,74,83.9,64.4,74,60.7,65.6,0,0,0,,0,0,16.8,9.2,63.9,1016,51.9,6.2,278.5,24.1,9,30,2025-02-10T06:08:42,2025-02-10T18:19:35,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999,64383099999"
Rwanda,2025-02-11,79.4,64.4,71.6,79.4,64.4,71.6,61.3,71.2,0,0,0,rain,0,0,16.1,11.4,346.5,1015.8,62.9,6.6,234.3,20.2,8,10,2025-02-11T06:08:45,2025-02-11T18:19:32,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999,64383099999,remote"
Rwanda,2025-02-12,82.4,64.4,72.3,82.9,64.4,72.4,62.7,73.6,0,0,0,rain,0,0,17.9,8.1,355.5,1017,66.7,6.1,210.5,18.3,7,30,2025-02-12T06:08:48,2025-02-12T18:19:28,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999,64383099999,remote"
Rwanda,2025-02-13,84.2,63.6,74.9,83.9,63.6,74.9,60.9,64.3,0.006,100,8.33,rain,0,0,15.9,10.3,138.1,1017.3,58.9,6.5,245.5,21.1,9,30,2025-02-13T06:08:50,2025-02-13T18:19:24,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"HRYR,64387099999,64383099999,remote"
Rwanda,2025-02-14,78.8,66.2,70.3,78.8,66.2,70.3,61.6,74.6,0.165,100,12.5,rain,0,0,19,13.9,304,1018.3,69.3,6.2,225.7,19.5,8,30,2025-02-14T06:08:51,2025-02-14T18:19:18,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"HRYR,64387099999,64383099999,remote"
Rwanda,2025-02-15,81.3,60.8,70.2,81.2,60.8,70.3,60.1,73.3,0.013,100,4.17,rain,0,0,15.2,12.6,37.8,1019.5,59,6,258.5,22.2,9,30,2025-02-15T06:08:51,2025-02-15T18:19:12,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"HRYR,64387099999,64383099999"
Rwanda,2025-02-16,82.4,63.9,72.4,82.5,63.9,72.4,59.4,65.7,0.003,100,4.17,rain,0,0,17.4,15.9,67.2,1017.5,52.7,6.2,268.9,23.3,9,30,2025-02-16T06:08:51,2025-02-16T18:19:05,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"HRYR,64387099999,64383099999"
Rwanda,2025-02-17,77,62.6,69.4,77,62.6,69.4,60.4,74.5,0.001,100,4.17,rain,0,0,17.7,12.6,176.7,1017.9,58,6.2,223.5,19.3,8,30,2025-02-17T06:08:50,2025-02-17T18:18:58,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"HRYR,64387099999,64383099999"
Rwanda,2025-02-18,86,60.8,71.8,85,60.8,71.7,60.1,70.3,0,0,0,rain,0,0,34.4,23,64.7,1018.4,56,6,269.6,23.4,9,30,2025-02-18T06:08:48,2025-02-18T18:18:49,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999,64383099999"
Rwanda,2025-02-19,86.1,60.8,74.1,83.6,60.8,73.5,55.1,56.9,0,0,0,,0,0,16.8,12.8,31.3,1018.2,43.7,6.6,318.3,27.6,10,10,2025-02-19T06:08:46,2025-02-19T18:18:40,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999,64383099999,remote"
Rwanda,2025-02-20,87.8,64.4,76.2,84.7,64.4,75.6,54.7,50.8,0,0,0,,0,0,15,11.4,32.8,1017.8,44.8,6.2,278.1,24.1,9,10,2025-02-20T06:08:43,2025-02-20T18:18:30,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999,64383099999"
Rwanda,2025-02-21,87.8,66,76.1,85.1,66,75.7,55.9,51.6,0,0,0,,0,0,17.4,16.1,48.5,1017.4,47.8,6.2,265.3,23,8,10,2025-02-21T06:08:39,2025-02-21T18:18:20,0.79,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"HRYR,64387099999,64383099999"
Rwanda,2025-02-22,86,66.2,75.9,84.2,66.2,75.5,56.7,53.8,0,0,0,,0,0,20.4,11.4,56,1017.7,48.4,6.2,272.5,23.5,9,10,2025-02-22T06:08:35,2025-02-22T18:18:09,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999,64383099999"
Rwanda,2025-02-23,86,64.4,75.7,85.7,64.4,75.5,56.4,52.8,0,0,0,,0,0,16.3,10,106.5,1018.5,50.6,6.2,289.5,25,10,10,2025-02-23T06:08:30,2025-02-23T18:17:57,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999,64383099999"
Rwanda,2025-02-24,86.1,64.4,76.4,83.7,64.4,75.8,54.2,48.9,0,0,0,,0,0,21.9,11.4,24.9,1018.5,36.3,6.2,300.6,26,10,10,2025-02-24T06:08:24,2025-02-24T18:17:45,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999,64383099999"
Rwanda,2025-02-25,87.8,64.4,76.2,84.9,64.4,75.5,53.6,48.7,0,0,0,,0,0,16.1,15.3,35.1,1017.8,43.2,6.2,257.4,22.1,10,10,2025-02-25T06:08:18,2025-02-25T18:17:32,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999,64383099999"
Rwanda,2025-02-26,88.8,68,76.7,85.4,68,76,50.4,41.5,0,0,0,,0,0,46.1,27.7,34.7,1018.7,43.7,6.1,286.7,24.8,9,10,2025-02-26T06:08:12,2025-02-26T18:17:19,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999,64383099999"
Rwanda,2025-02-27,87.8,62.6,75.9,84.7,62.6,75,49.3,42,0,0,0,,0,0,18.1,16.1,24.9,1019.7,36.5,6.2,282.7,24.5,10,10,2025-02-27T06:08:04,2025-02-27T18:17:05,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999,64383099999"
Rwanda,2025-02-28,89.5,62.6,77.3,86,62.6,76.3,49.6,40.4,0,0,0,,0,0,16.3,18.3,29.8,1019,32.4,6.2,311.9,27,10,10,2025-02-28T06:07:57,2025-02-28T18:16:50,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999,64383099999"
Rwanda,2025-03-01,87.8,65.7,76.3,85.1,65.7,75.7,54.4,48.5,0,0,0,,0,0,33.3,21.9,68.4,1017.3,57.6,7.7,302.9,26.2,10,10,2025-03-01T06:07:48,2025-03-01T18:16:35,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999,64383099999,remote"
Rwanda,2025-03-02,81.8,64.4,70.5,82.3,64.4,70.6,59.3,68.9,0.177,100,8.33,rain,0,0,16.8,12.3,142.9,1018.1,63.5,6.2,262.6,22.7,9,10,2025-03-02T06:07:40,2025-03-02T18:16:20,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"HRYR,64387099999,64383099999"
Rwanda,2025-03-03,82.4,62.6,72.1,82.1,62.6,72,59.7,69.2,0.001,100,4.17,rain,0,0,18.3,13.9,174.8,1017.7,58.6,6,244.3,21.1,10,10,2025-03-03T06:07:30,2025-03-03T18:16:04,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"HRYR,64387099999,64383099999"
Rwanda,2025-03-04,86,62.6,73.1,85,62.6,73.1,60.3,67.1,0,0,0,,0,0,18.1,15,171,1016.7,65.7,6.6,266.1,22.8,9,30,2025-03-04T06:07:21,2025-03-04T18:15:47,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999,64383099999,remote"
Rwanda,2025-03-05,84.2,66.2,74.7,84.4,66.2,74.8,60.3,63.5,0.048,100,8.33,rain,0,0,20.8,11.4,119.8,1014.8,59,7.6,239.4,20.7,8,30,2025-03-05T06:07:10,2025-03-05T18:15:30,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"HRYR,64387099999,64383099999,remote"
Rwanda,2025-03-06,86,68,77.5,84.2,68,77,56.2,50.3,0,0,0,,0,0,19.2,11.4,137.1,1017.8,63.5,6.2,259.8,22.5,9,10,2025-03-06T06:07:00,2025-03-06T18:15:13,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999,64383099999"
Rwanda,2025-03-07,86,68,76.9,85,68,76.6,57.2,52.1,0,0,0,,0,0,20.4,11.4,166.3,1017.6,58.6,6.2,274.9,23.8,9,10,2025-03-07T06:06:49,2025-03-07T18:14:55,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999,64383099999"
Rwanda,2025-03-08,78.8,65.6,71.3,78.8,65.6,71.3,59.9,68.3,0.046,100,8.33,rain,0,0,15.7,24.2,330.9,1017,67.8,6.2,239.4,20.4,9,10,2025-03-08T06:06:37,2025-03-08T18:14:37,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"HRYR,64387099999,64383099999"
Rwanda,2025-03-09,77,64.4,69.5,77,64.4,69.5,59.9,72.8,0.001,100,4.17,rain,0,0,13.2,18.3,70.9,1018.4,79.9,6.1,183.2,15.8,7,30,2025-03-09T06:06:26,2025-03-09T18:14:19,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"HRYR,64387099999,64383099999"
Rwanda,2025-03-10,83.8,62.6,70.7,82.8,62.6,70.7,60,71.9,0.07,100,8.33,rain,0,0,13.2,10.3,78.6,1019.2,84.8,6,254.9,21.9,9,10,2025-03-10T06:06:14,2025-03-10T18:14:00,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"HRYR,64387099999,64383099999"
Rwanda,2025-03-11,78.2,63.4,67.5,78.2,63.4,67.5,63.8,88.6,0.431,100,16.67,rain,0,0,14.8,11.4,308.8,1018.6,84.6,5.9,225,19.2,8,10,2025-03-11T06:06:01,2025-03-11T18:13:41,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"HRYR,64387099999,64383099999,remote"
Rwanda,2025-03-12,77,64.3,68.8,77,64.3,68.8,63.4,85,0.119,100,8.33,rain,0,0,14.5,13.6,144.6,1019,77.2,4.4,154.9,13.3,6,30,2025-03-12T06:05:49,2025-03-12T18:13:21,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"HRYR,64387099999,64383099999"
Rwanda,2025-03-13,78.5,62.4,67.7,78.5,62.4,67.7,63.1,86.4,0.039,100,4.17,rain,0,0,15,11.4,328.6,1018.8,73.5,5.4,238.5,20.6,8,30,2025-03-13T06:05:36,2025-03-13T18:13:02,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"HRYR,64387099999,64383099999"
Rwanda,2025-03-14,86,62.6,74.3,84.2,62.6,74,59.1,64.6,0.003,100,4.17,rain,0,0,16.1,10.3,55.9,1017.3,54.7,5.8,299.5,25.8,9,30,2025-03-14T06:05:22,2025-03-14T18:12:42,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"HRYR,64387099999,64383099999,remote"
Rwanda,2025-03-15,75.2,64.2,68.8,75.2,64.2,68.8,61,77.9,0.006,100,8.33,rain,0,0,14.1,11.4,36.4,1020,78.2,6,217,18.7,8,10,2025-03-15T06:05:09,2025-03-15T18:12:22,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"HRYR,64387099999,64383099999"
Rwanda,2025-03-16,75.2,61.2,67.2,75.2,61.2,67.2,62,84.5,0.02,100,4.17,rain,0,0,14.3,11.4,139.9,1021.4,71.7,5.4,134.5,11.5,5,10,2025-03-16T06:04:55,2025-03-16T18:12:01,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"HRYR,64387099999,64383099999,remote"
Rwanda,2025-03-17,82.4,62.6,71.5,81.8,62.6,71.5,60.2,71.1,0.031,100,4.17,rain,0,0,16.1,13.9,205.1,1019.5,57.9,6.1,277.7,24,9,10,2025-03-17T06:04:41,2025-03-17T18:11:41,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"HRYR,64387099999,64383099999,remote"
Rwanda,2025-03-18,84.2,64.4,71.6,83.9,64.4,71.6,60.4,69.4,0,0,0,rain,0,0,19.2,18.1,242.1,1018.4,70.8,6.2,251.4,21.7,8,30,2025-03-18T06:04:27,2025-03-18T18:11:20,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999,64383099999"
Rwanda,2025-03-19,75.3,62.6,67.8,75.3,62.6,67.8,62.1,83.5,0.354,100,12.5,rain,0,0,19.2,11.4,284.1,1020.5,85.4,6.4,137.6,11.7,7,10,2025-03-19T06:04:13,2025-03-19T18:10:59,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"HRYR,64387099999,remote"
Rwanda,2025-03-20,78.5,64.4,69.9,78.5,64.4,69.9,61.6,76.3,0,0,0,rain,0,0,14.1,12.8,355.8,1023.2,77.6,6.2,137.1,11.9,4,30,2025-03-20T06:03:58,2025-03-20T18:10:38,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2025-03-21,82.4,64.2,72.2,82.1,64.2,72.3,61.7,71.8,0.02,100,4.17,rain,0,0,18.6,10.8,132.8,1022,55,6.1,270.8,23.3,9,10,2025-03-21T06:03:44,2025-03-21T18:10:17,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"HRYR,64387099999,64383099999"
Rwanda,2025-03-22,80.6,62.6,69.4,81.4,62.6,69.4,63.5,82.9,0.234,100,8.33,rain,0,0,18.1,13.9,4,1019.5,59.8,6.6,250.9,21.6,8,30,2025-03-22T06:03:29,2025-03-22T18:09:56,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"HRYR,64387099999,64383099999"
Rwanda,2025-03-23,77.4,62.6,68.7,77.4,62.6,68.7,62.5,82.6,0.125,100,8.33,rain,0,0,19.5,8.1,203,1020.2,66,6.2,188.1,16.1,8,30,2025-03-23T06:03:14,2025-03-23T18:09:35,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"HRYR,64387099999,64383099999"
Rwanda,2025-03-24,78.8,62.6,68.9,78.8,62.6,68.9,60.4,75.8,0.011,100,12.5,rain,0,0,16.3,11.4,297.8,1022,70.5,6.1,218.9,19,8,10,2025-03-24T06:02:59,2025-03-24T18:09:13,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"HRYR,64387099999,64383099999"
Rwanda,2025-03-25,82.4,62.6,72.1,82.9,62.6,72.2,61.7,72.5,0,0,0,rain,0,0,17.2,9.2,92.1,1020.1,55.1,6.5,267.1,23.2,9,30,2025-03-25T06:02:45,2025-03-25T18:08:52,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999,64383099999,remote"
Rwanda,2025-03-26,80.6,64.1,70.3,81.4,64.1,70.3,62.1,76.4,0.015,100,4.17,rain,0,0,53,13.9,27.2,1018.1,55.6,6.1,234.3,20.2,9,30,2025-03-26T06:02:30,2025-03-26T18:08:31,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"HRYR,64387099999,64383099999"
Rwanda,2025-03-27,83.5,62.6,69.7,83.3,62.6,69.7,62,79.3,0.012,100,4.17,rain,0,0,14.3,15,257,1017.7,64,6,210.9,18.1,9,30,2025-03-27T06:02:15,2025-03-27T18:08:09,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"HRYR,64387099999,64383099999"
Rwanda,2025-03-28,76.9,62.5,67.6,76.9,62.5,67.6,63,86.6,0.001,100,4.17,rain,0,0,14.5,11.4,177.1,1018.4,79.9,7.3,169.9,14.7,7,30,2025-03-28T06:02:00,2025-03-28T18:07:48,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"HRYR,64387099999,64383099999,remote"
Rwanda,2025-03-29,78.8,64.4,70.4,78.8,64.4,70.4,62.5,78,0.021,100,4.17,rain,0,0,14.3,12.4,175.5,1019.3,78.7,5.9,204.4,17.7,7,30,2025-03-29T06:01:45,2025-03-29T18:07:27,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"HRYR,64387099999,64383099999"
Rwanda,2025-03-30,82.4,63,69.8,82.5,63,69.8,62.7,80.9,0.428,100,16.67,rain,0,0,13.9,13,190.4,1017.7,70.1,6.6,237.2,20.5,8,30,2025-03-30T06:01:30,2025-03-30T18:07:06,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"HRYR,64387099999,64383099999,remote"
Rwanda,2025-03-31,77.5,61.5,68.5,77.5,61.5,68.5,62.7,83.2,0.153,100,4.17,rain,0,0,18.3,11.4,49.6,1018.1,76.1,5.2,229.6,20,8,30,2025-03-31T06:01:15,2025-03-31T18:06:45,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"HRYR,64387099999,64383099999,remote"
Rwanda,2025-04-01,78.2,64.4,68.8,78.2,64.4,68.8,62.5,81.6,0.042,100,4.17,rain,0,0,17.7,10.3,104.9,1018,76.4,6.3,208.8,18,9,30,2025-04-01T06:01:01,2025-04-01T18:06:24,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"HRYR,64387099999,64383099999,remote"
Rwanda,2025-04-02,80.6,60.8,68.2,81.4,60.8,68.2,62,82.8,0.711,100,8.33,rain,0,0,18.1,9.2,275.8,1018.6,55.4,6.4,257.1,22.2,9,30,2025-04-02T06:00:46,2025-04-02T18:06:03,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"HRYR,64387099999,64383099999,remote"
Rwanda,2025-04-03,78.8,60.8,69.2,78.8,60.8,69.2,62.2,80.3,0.01,100,8.33,rain,0,0,20.1,9.2,143.5,1019.4,67.1,5.8,263.6,22.7,8,30,2025-04-03T06:00:32,2025-04-03T18:05:43,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"HRYR,64387099999,64383099999"
Rwanda,2025-04-04,80.6,64.4,71.7,81.4,64.4,71.7,62.3,74.3,0.001,100,4.17,rain,0,0,15,10.3,167.6,1018.3,64,6.5,246.7,21.2,9,30,2025-04-04T06:00:17,2025-04-04T18:05:22,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"HRYR,64387099999,64383099999,remote"
Rwanda,2025-04-05,77,64.4,69.1,77,64.4,69.1,63.7,83.4,0.394,100,8.33,rain,0,0,15.4,23,159,1018.7,65.6,6.1,213.7,18.5,8,30,2025-04-05T06:00:03,2025-04-05T18:05:02,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"HRYR,64387099999"
Rwanda,2025-04-06,78.8,64.2,67.9,78.8,64.2,67.9,64.6,90.5,0.236,100,4.17,rain,0,0,15.7,9.2,170.5,1019.1,85.9,5.9,139.9,12.1,6,30,2025-04-06T05:59:49,2025-04-06T18:04:42,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"HRYR,64387099999"
Rwanda,2025-04-07,73.4,64.4,68.3,73.4,64.4,68.3,63.7,86.2,0.158,100,8.33,rain,0,0,9.4,11.9,163.4,1020.8,86.8,6.8,89.6,7.9,4,10,2025-04-07T05:59:36,2025-04-07T18:04:22,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"HRYR,64387099999,remote"
Rwanda,2025-04-08,77,62.6,68.1,77,62.6,68.1,62.8,84.8,0.437,100,12.5,rain,0,0,16.1,16.1,330,1022.7,71.1,6,247.1,21.3,9,60,2025-04-08T05:59:22,2025-04-08T18:04:03,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"HRYR,64387099999"
Rwanda,2025-04-09,80.6,58.6,70.3,81.1,58.6,70.4,61.3,76.3,0,0,0,rain,0,0,14.5,9.2,188.9,1021.1,58,5.5,283.4,24.5,10,60,2025-04-09T05:59:09,2025-04-09T18:03:43,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999,remote"
Rwanda,2025-04-10,79.2,57.1,69.9,79.2,57.1,69.9,63,79.3,0.028,100,8.33,rain,0,0,15.4,18.3,110.4,1019.5,66.4,6.5,200.4,17.3,7,30,2025-04-10T05:58:56,2025-04-10T18:03:24,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"HRYR,64387099999,remote"
Rwanda,2025-04-11,82.4,62.6,71,82.5,62.6,71.1,61.5,75.3,0,0,0,rain,0,0,15.4,11.4,169.3,1018.1,56.7,5.8,257.8,22.3,9,30,2025-04-11T05:58:43,2025-04-11T18:03:06,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2025-04-12,77.9,64.4,67.7,77.9,64.4,67.7,63.6,87.8,0.677,100,20.83,rain,0,0,15.2,12.8,278.4,1018.8,81.1,6,157.4,13.8,6,10,2025-04-12T05:58:30,2025-04-12T18:02:47,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"HRYR,64387099999"
Rwanda,2025-04-13,73.8,62.6,65.9,73.8,62.6,65.9,64.1,94.5,0.661,100,12.5,rain,0,0,17.7,17.2,304.7,1021.3,75.4,4.6,154.9,13.3,6,10,2025-04-13T05:58:18,2025-04-13T18:02:29,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"HRYR,64387099999"
Rwanda,2025-04-14,78.8,64.4,68.7,78.8,64.4,68.7,63.5,85.2,0.008,100,4.17,rain,0,0,14.5,8.1,169.1,1021,75.9,6.1,236.6,20.3,9,30,2025-04-14T05:58:06,2025-04-14T18:02:12,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"HRYR,64387099999,remote"
Rwanda,2025-04-15,78.9,62.6,67.5,78.9,62.6,67.5,63.9,89.5,0.315,100,4.17,rain,0,0,18.3,11.4,239.2,1020.1,65.9,5.9,161.8,14.1,6,30,2025-04-15T05:57:54,2025-04-15T18:01:54,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"HRYR,64387099999,remote"
Rwanda,2025-04-16,78.8,60.8,69.2,78.8,60.8,69.2,60.8,77.2,0.079,100,4.17,rain,0,0,17.2,13.9,38.5,1021.1,61.9,6.1,133.1,11.6,5,30,2025-04-16T05:57:43,2025-04-16T18:01:38,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"HRYR,64387099999"
Rwanda,2025-04-17,80.6,62.4,72.1,81.4,62.4,72.2,60.8,69.5,0,0,0,rain,0,0,15.4,9.2,138,1019.9,49.2,6.2,254.3,21.9,9,30,2025-04-17T05:57:32,2025-04-17T18:01:21,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2025-04-18,75.2,64.1,69.1,75.2,64.1,69.1,62.9,81.7,0.708,100,12.5,rain,0,0,16.6,13.9,268.4,1019.8,65.3,6.1,242.4,21.1,9,30,2025-04-18T05:57:21,2025-04-18T18:01:05,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"HRYR,64387099999"
Rwanda,2025-04-19,78.8,62.6,68.8,78.8,62.6,68.8,61.7,80,0.028,100,4.17,rain,0,0,16.3,17,337.7,1019.4,67.3,6.5,242,21,9,30,2025-04-19T05:57:11,2025-04-19T18:00:49,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"HRYR,64387099999,remote"
Rwanda,2025-04-20,78.6,60.8,69.1,78.6,60.8,69.1,61.7,79,0.008,100,4.17,rain,0,0,15.2,9.2,63.6,1018.7,52.2,6.5,219.7,18.8,8,30,2025-04-20T05:57:01,2025-04-20T18:00:34,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"HRYR,64387099999,remote"
Rwanda,2025-04-21,80.7,62.6,72,81.4,62.6,72.1,60.2,68.3,0,0,0,rain,0,0,17.7,6.9,94.2,1018.4,54.6,6.2,236.4,20.6,9,30,2025-04-21T05:56:52,2025-04-21T18:00:19,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2025-04-22,78.8,64.7,71.6,78.8,64.7,71.6,62.4,74.1,0.177,100,8.33,rain,0,0,19.9,9.2,171.9,1018.8,63.4,6.1,226.1,19.4,8,30,2025-04-22T05:56:43,2025-04-22T18:00:05,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"HRYR,64387099999"
Rwanda,2025-04-23,75.3,62.6,68.8,75.3,62.6,68.8,64.5,87.1,0.944,100,12.5,rain,0,0,17.9,11.4,7.7,1019.1,69.4,5.9,158.9,13.8,6,30,2025-04-23T05:56:34,2025-04-23T17:59:51,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"HRYR,64387099999"
Rwanda,2025-04-24,78.8,60.8,68.2,78.8,60.8,68.2,63.4,86.2,3.976,100,12.5,rain,0,0,49.4,17.2,221.9,1019.3,81.4,6.1,131.5,11.3,5,10,2025-04-24T05:56:26,2025-04-24T17:59:38,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"HRYR,64387099999,remote"
Rwanda,2025-04-25,75.2,65.8,69,75.2,65.8,69,64.6,86.9,0.346,100,8.33,rain,0,0,22.8,11.4,199.9,1019.2,76.9,5.8,234.3,20.2,9,30,2025-04-25T05:56:18,2025-04-25T17:59:25,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"HRYR,64387099999,64383099999"
